,,0.5,0.52,0.55,0.57,0.59,0.62,0.7
clip     | alpha=0.05 | n_total=5000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clip     | alpha=0.05 | n_total=5000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clip     | alpha=0.05 | n_total=5000,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clip     | alpha=0.05 | n_total=5000,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clip     | alpha=0.05 | n_total=5000,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clip     | alpha=0.05 | n_total=5000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clip     | alpha=0.05 | n_total=5000,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clip     | alpha=0.05 | n_total=5000,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clip     | alpha=0.05 | n_total=5000,8,0.00390625,0.005345972853145602,0.008373393789062506,0.011142915711200092,0.014683043760432096,0.021834010558489603,0.05764800999999997
clip     | alpha=0.05 | n_total=5000,9,0.00390625,0.005345972853145602,0.008373393789062506,0.011142915711200092,0.014683043760432096,0.021834010558489603,0.05764800999999997
clip     | alpha=0.05 | n_total=5000,10,0.00390625,0.005345972853145602,0.008373393789062506,0.011142915711200092,0.014683043760432096,0.021834010558489603,0.05764800999999997
clip     | alpha=0.05 | n_total=5000,11,0.00390625,0.005345972853145602,0.008373393789062506,0.011142915711200092,0.014683043760432096,0.021834010558489603,0.05764800999999997
clip     | alpha=0.05 | n_total=5000,14,0.005859375,0.008232449208736375,0.013388637999021492,0.018241665274406807,0.024574175170306103,0.037653125006376076,0.10510385183199994
clip     | alpha=0.05 | n_total=5000,13,0.005859375,0.008232449208736375,0.013388637999021492,0.018241665274406807,0.024574175170306103,0.037653125006376076,0.10510385183199994
clip     | alpha=0.05 | n_total=5000,12,0.005859375,0.008232449208736375,0.013388637999021492,0.018241665274406807,0.024574175170306103,0.037653125006376076,0.10510385183199994
clip     | alpha=0.05 | n_total=5000,15,0.0076904296875,0.011042260752322655,0.018508888884626495,0.025679752813608715,0.035161716414920816,0.05498359764861363,0.15742391745177992
clip     | alpha=0.05 | n_total=5000,16,0.0076904296875,0.011042260752322655,0.018508888884626495,0.025679752813608715,0.035161716414920816,0.05498359764861363,0.15742391745177992
clip     | alpha=0.05 | n_total=5000,17,0.0076904296875,0.011042260752322655,0.018508888884626495,0.025679752813608715,0.035161716414920816,0.05498359764861363,0.15742391745177992
clip     | alpha=0.05 | n_total=5000,18,0.0092010498046875,0.01344922174743265,0.02310905028652617,0.03253816192614797,0.04513474194314034,0.07169147652727333,0.20818484511609045
clip     | alpha=0.05 | n_total=5000,19,0.0092010498046875,0.01344922174743265,0.02310905028652617,0.03253816192614797,0.04513474194314034,0.07169147652727333,0.20818484511609045
clip     | alpha=0.05 | n_total=5000,20,0.0092010498046875,0.01344922174743265,0.02310905028652617,0.03253816192614797,0.04513474194314034,0.07169147652727333,0.20818484511609045
clip     | alpha=0.05 | n_total=5000,21,0.010397911071777344,0.015429359996190387,0.027078127046102733,0.03861139698254357,0.054156545081515794,0.08716064001652732,0.2554809549148295
clip     | alpha=0.05 | n_total=5000,22,0.010397911071777344,0.015429359996190387,0.027078127046102733,0.03861139698254357,0.054156545081515794,0.08716064001652732,0.2554809549148295
clip     | alpha=0.05 | n_total=5000,23,0.010397911071777344,0.015429359996190387,0.027078127046102733,0.03861139698254357,0.054156545081515794,0.08716064001652732,0.2554809549148295
clip     | alpha=0.05 | n_total=5000,24,0.011331677436828613,0.017033446696878667,0.030450315145973666,0.04390708824472436,0.06219302061762953,0.10126385758481551,0.298874702264525
clip     | alpha=0.05 | n_total=5000,25,0.011331677436828613,0.017033446696878667,0.030450315145973666,0.04390708824472436,0.06219302061762953,0.10126385758481551,0.298874702264525
clip     | alpha=0.05 | n_total=5000,26,0.011331677436828613,0.017033446696878667,0.030450315145973666,0.04390708824472436,0.06219302061762953,0.10126385758481551,0.298874702264525
clip     | alpha=0.05 | n_total=5000,28,0.01205618679523468,0.018325771034086738,0.03329966281976667,0.048499455219238014,0.06931251689553374,0.11405121904857016,0.3384696934956961
clip     | alpha=0.05 | n_total=5000,29,0.01205618679523468,0.018325771034086738,0.03329966281976667,0.048499455219238014,0.06931251689553374,0.11405121904857016,0.3384696934956961
clip     | alpha=0.05 | n_total=5000,27,0.01205618679523468,0.018325771034086738,0.03329966281976667,0.048499455219238014,0.06931251689553374,0.11405121904857016,0.3384696934956961
clip     | alpha=0.05 | n_total=5000,30,0.012617763131856918,0.019365868970222834,0.035704790431332706,0.05247786522884289,0.07561326234125222,0.12563372959057645,0.3745618118412434
clip     | alpha=0.05 | n_total=5000,31,0.012617763131856918,0.019365868970222834,0.035704790431332706,0.05247786522884289,0.07561326234125222,0.12563372959057645,0.3745618118412434
clip     | alpha=0.05 | n_total=5000,32,0.01348932390101254,0.020977507646040505,0.0394001967136301,0.05853129788790068,0.08507512561056972,0.14257425421181086,0.4216140766793954
