,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian_with_replacement | a=1 | b=1 | critical_value=0.05,10,0.054511683685391436,0.02727182943664888,0.04181818851389082,0.054511683685391436,0.061890816302559534,0.07001824262538589,0.07893859664748534,0.08869568236495207,0.09933200120347856,0.11088824334302022,0.13691090986671595,0.16703154185851038,0.2014511184972172,0.24028255036033583,0.2835286961138504,0.3310604240222182,0.3825957889156848
bayesian_with_replacement | a=1 | b=1 | critical_value=0.05,20,0.034011056710197135,0.012996587725655671,0.023707338388077183,0.034011056710197135,0.04027559875946995,0.047343002595184945,0.055248423286053026,0.06401560594186628,0.0736544069274541,0.08415834067341138,0.10764012737032425,0.13399944758427118,0.16239482583891943,0.19158919794066182,0.21998053669871936,0.24568749242402954,0.26669257237567423
bayesian_with_replacement | a=1 | b=1 | critical_value=0.05,30,0.018173155486374028,0.005390308848491879,0.011590427882314605,0.018173155486374028,0.022361627916879713,0.027203354959785472,0.03272306256920553,0.03892721164646131,0.045799972733911544,0.053299578877637845,0.06986573294613797,0.08768693535410634,0.10534676408665312,0.12106617850740153,0.13293391748118066,0.1392276812058166,0.13876778814089524
bayesian_with_replacement | a=1 | b=1 | critical_value=0.05,40,0.010477481844341765,0.0024097198565439224,0.0061119207284118385,0.010477481844341765,0.013398218296446412,0.016870568832922147,0.020920860721608224,0.025553824113479395,0.03074702955082801,0.03644607868747542,0.04896551052975581,0.061959504392544926,0.07378776337920975,0.08258995086683296,0.08670425291763548,0.08512931921141953,0.07787297887199708
bayesian_with_replacement | a=1 | b=1 | critical_value=0.05,50,0.01913290177024412,0.0040671146223970455,0.010941047960892333,0.01913290177024412,0.024570588285817947,0.030952937932083535,0.03825758666842702,0.04640038655660503,0.05522736579208541,0.06451156816310907,0.08320507103219567,0.09950737006212793,0.11021298306281956,0.11282769343120562,0.10645120009941397,0.09220126194749749,0.07293609887361538
bayesian_with_replacement | a=1 | b=1 | critical_value=0.05,60,0.0076285768226756106,0.0012842078988486683,0.004026904235251032,0.0076285768226756106,0.010130019250736907,0.013138361962437565,0.016646153387166338,0.02060544211059279,0.024921562988759822,0.029450997908916997,0.038357230852218524,0.04547586431118936,0.04898221193944186,0.047785377653515364,0.042043923003813564,0.03317459005508712,0.023303116233482843
bayesian_with_replacement | a=1 | b=1 | critical_value=0.05,70,0.013288954388402503,0.0020675929103135117,0.006877353536458008,0.013288954388402503,0.01771961722652705,0.022989229706151876,0.029025629211830356,0.035668026104102774,0.04266211554055202,0.04966720727889255,0.06205395575908321,0.0694696234209872,0.0695145981676348,0.06194504509498865,0.04890713291482814,0.03398191272623943,0.02059940878420579
bayesian_with_replacement | a=1 | b=1 | critical_value=0.05,80,0.0052781318732154645,0.0006495810426158218,0.002520643158348253,0.0052781318732154645,0.007278201866896349,0.009722315187663907,0.01258338023694527,0.01578172957522327,0.01918034967944219,0.022588385930105644,0.028489409958735668,0.03160251607444712,0.030731342989493395,0.026072954292977474,0.01917466128761925,0.012119837552103711,0.006512437160448133
bayesian_with_replacement | a=1 | b=1 | critical_value=0.05,90,0.009290392753518204,0.0010559872298215815,0.004348994571901766,0.009290392753518204,0.012864483895018071,0.01719017617683637,0.02217079969798788,0.02760212311820967,0.0331722086036292,0.03848141960335487,0.0465423151666998,0.04872618537507711,0.04399113300778958,0.03406409270697139,0.022457637531427547,0.012485145653839787,0.0057813561423067
bayesian_with_replacement | a=1 | b=1 | critical_value=0.05,100,0.003737633253515249,0.0003354528092974771,0.0016135888576221443,0.003737633253515249,0.005353549012965241,0.0073671001921172905,0.009741913399054364,0.01238016539112875,0.015119695322584845,0.017744013486880834,0.02166516053713042,0.02247181991271118,0.01971053901756977,0.014524775934666553,0.008913786489990572,0.004504000039818253,0.0018465847857000845
bayesian_with_replacement | a=1 | b=1 | critical_value=0.05,110,0.0066725812473406,0.0005526562361432226,0.0028230656306489845,0.0066725812473406,0.009597937964853838,0.013212507886377947,0.017410138109012898,0.021961894867603936,0.026520613626041516,0.030654420307328362,0.035880866215656775,0.03510876116550917,0.028572883861891895,0.019202335939020623,0.010554238158590301,0.0046852147697749305,0.0016531050545576212
