,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
clip     | min_stop=50 | alpha=0.038072265625,50,0.003300223983405459,0.0003105233530501843,0.0013606900456118434,0.003300223983405459,0.004996590526697616,0.007428010367525301,0.010846837877008839,0.015563803289715569,0.02195067972714834,0.03043872381311063,0.05569031830377312,0.09550170735551829,0.1537660351440805,0.23282187526848158,0.332063138766726,0.44697141937281626,0.569178436093444
clip     | min_stop=50 | alpha=0.038072265625,51,0.002186557466454797,0.0002514963513165854,0.0009812676489690001,0.002186557466454797,0.0031650758235771317,0.004490218759054822,0.006244703714201579,0.008515253380747378,0.011386363059976286,0.014931878371205834,0.024224738394811384,0.036353338417378485,0.050412397616603974,0.06448070488451527,0.07585620145164383,0.08175273158014339,0.08029012807948221
clip     | min_stop=50 | alpha=0.038072265625,54,0.0008199590499205489,8.403121838365412e-05,0.0003526911434630339,0.0008199590499205489,0.0012101572459172455,0.0017483834195257308,0.002473333555380105,0.0034266060824397907,0.004649906014617816,0.006181080915517397,0.010267994514978332,0.015704642196307503,0.022091519233957725,0.028524200458353247,0.03370382057938278,0.03629036455935198,0.03540794648305166
clip     | min_stop=50 | alpha=0.038072265625,56,0.0010021721721251153,0.00010167777424422149,0.0004303772459964915,0.0010021721721251153,0.0014784894459119629,0.002133494007399932,0.0030120805667097892,0.004161270426514882,0.005626386277687556,0.007445867428185935,0.012228496934371528,0.018426780177000803,0.02544550277632215,0.0321296593962891,0.03697533809695486,0.038606496270784385,0.03635215838926637
clip     | min_stop=50 | alpha=0.038072265625,58,0.0011133581397861254,0.00011182882835051137,0.0004773604385546539,0.0011133581397861254,0.0016418634139492576,0.0023664021378919735,0.003334209252340817,0.004593355642596282,0.006188099512976429,0.008152832946104221,0.013237406441011889,0.019652293308389853,0.02664028479304673,0.03289585184811256,0.036871223329155545,0.03733118885330354,0.03392360809495953
clip     | min_stop=50 | alpha=0.038072265625,61,0.0006021049810742423,5.3885114523986164e-05,0.0002474341052155474,0.0006021049810742423,0.0009053172095392862,0.0013288127669750798,0.0019044508456307692,0.0026656476429594684,0.003644370313759642,0.004867036380122099,0.00809162038031248,0.012243428456983431,0.016835776716400488,0.020986059711669162,0.023625535093397515,0.023898296383876968,0.021574795631132123
clip     | min_stop=50 | alpha=0.038072265625,63,0.000793492711656728,7.030314067429373e-05,0.0003255628599842197,0.000793492711656728,0.0011926080750613917,0.0017483931102508677,0.0025007726372126885,0.0034904791389266396,0.004754757990231525,0.006321730962125626,0.010390668677244228,0.015489771202049998,0.020909283774062898,0.025488489104836067,0.027947001583089,0.027412998812201692,0.023883430043917398
clip     | min_stop=50 | alpha=0.038072265625,66,0.00045850304048814194,3.619526067954089e-05,0.000180305900112415,0.00045850304048814194,0.0007026247483054868,0.001049001902843561,0.0015262056986230527,0.0021643109813948972,0.002991958563717433,0.004032310853356882,0.006786377893886468,0.010310904392302821,0.01411872233498584,0.017373839531660846,0.01913336130392448,0.01875053293398455,0.016229431165159007
clip     | min_stop=50 | alpha=0.038072265625,68,0.0006218844557730045,4.860202729657157e-05,0.00024416420302552765,0.0006218844557730045,0.000952614465072916,0.0014205231965253046,0.002062596475517341,0.0029167467824882287,0.004017521881426887,0.005390414740046769,0.00896897464408794,0.01342565474226672,0.018046714854620182,0.021717296149385345,0.023293867356065628,0.022136042496693736,0.01849056007087821
clip     | min_stop=50 | alpha=0.038072265625,70,0.0007332794683361165,5.673478364219654e-05,0.00028743945980111126,0.0007332794683361165,0.0011228021683845426,0.001672294362501172,0.0024233035224477924,0.0034171979228857867,0.004689788624035924,0.006264446425667034,0.010304807775960096,0.015197303301088424,0.020053641982442555,0.023599784821354938,0.02465382253210797,0.022718449372035925,0.018314251567153102
clip     | min_stop=50 | alpha=0.038072265625,73,0.00041159397395471237,2.8374393662408352e-05,0.00015463994127930668,0.00041159397395471237,0.0006425828710261322,0.0009746532158377016,0.0014366364479712474,0.0020582823728107925,0.0028666893389464737,0.003881511700637875,0.00653784533294281,0.009826944263450647,0.013153753608461471,0.015626436864856715,0.01639609867320656,0.015095098772429554,0.012089155946465056
clip     | min_stop=50 | alpha=0.038072265625,75,0.0005534195956078384,3.7770028220373025e-05,0.00020759255464460944,0.0005534195956078384,0.0008636562436306894,0.001308399041634967,0.001924713640767336,0.0027498060460487053,0.0038159383604555465,0.00514383606887494,0.008565593150914161,0.012684555435450795,0.0166675015784319,0.01936368248182124,0.01978831851150397,0.0176660870620592,0.013654028055643738
clip     | min_stop=50 | alpha=0.038072265625,77,0.0006495357312167453,4.38865072035247e-05,0.0002432567274339749,0.0006495357312167453,0.0010132478212571884,0.001533180559344958,0.0022508593459817003,0.0032067282624461887,0.004433891480494229,0.005950265281081111,0.009795874934784177,0.014292065501657219,0.01843547349522341,0.020944930943786008,0.020846840813460377,0.018047114048152707,0.013461349219927683
