,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | min_stop=50 | alpha=1,500,8.046803940920262e-08,3.7202987851775945e-14,4.664838021897066e-10,8.046803940920262e-08,7.58562241007336e-07,5.751866593782801e-06,3.514723842744413e-05,0.00017331507704762393,0.0006902927126209443,0.002221622372811627,0.01213561106681728,0.028107578760689672,0.027300231289598215,0.010942401805487617,0.0017735400635039177,0.00011334463747562028,2.7585416998142215e-06
bravo    | p=0.7 | min_stop=50 | alpha=1,400,1.1319857001772134e-06,1.1122452135516791e-11,1.9159435189072186e-08,1.1319857001772134e-06,6.7190365964764956e-06,3.36567152387289e-05,0.00014248749700412794,0.0005103889982053619,0.0015479923047309447,0.003976979959508506,0.015953832210474885,0.03284846552746136,0.03445954607413023,0.018219997917148956,0.004790762945326408,0.0006165709749097795,3.804336177742342e-05
bravo    | p=0.7 | min_stop=50 | alpha=1,300,3.5511641970646936e-05,7.890374895019987e-09,1.8091830057858181e-06,3.5511641970646936e-05,0.00013038350284835882,0.00042320792613637445,0.00121584825900611,0.0030946441284213384,0.006983328118918659,0.01397848818531828,0.03913837953256704,0.0679850532783758,0.07320128858999542,0.04878178853641385,0.02009519167194715,0.00511155422380477,0.0007998295990800308
bravo    | p=0.7 | min_stop=50 | alpha=1,200,0.0006270683497369647,2.2495460325925554e-06,8.465898470253663e-05,0.0006270683497369647,0.0015126445022876928,0.003371876772388788,0.0069522783171879,0.013269596175660715,0.023462347749516655,0.03845367968029987,0.08244557986314913,0.1313093646743132,0.15601289422682943,0.13904418786318481,0.09367388921017274,0.04817689103183144,0.019100648064027812
bravo    | p=0.7 | min_stop=50 | alpha=1,100,0.016695827634628034,0.0008423991177617325,0.0056806260864608014,0.016695827634628034,0.02707613190692067,0.0423607939820235,0.06398694447217397,0.0933937837593664,0.13182548662348897,0.18009661738145116,0.3059163395608333,0.4615812033370907,0.6252036115295211,0.7705527642404303,0.8788786060059132,0.9459629681228401,0.9800585741206714
bravo    | p=0.55 | min_stop=50 | alpha=0.14880126953125,100,0.009858973389616513,0.00041202472949958757,0.003114754657739297,0.009858973389616513,0.016581578750248377,0.026891456053406194,0.04208525988997065,0.06360610940522361,0.09290649729098834,0.13125141659042852,0.23777568377291228,0.38092369517766106,0.5445524227325905,0.7028655331913789,0.8316140256802103,0.9188159671780911,0.9674210835486629
bravo    | p=0.55 | min_stop=50 | alpha=0.14880126953125,200,0.014334523554083748,0.00016285486660787743,0.003042659615126532,0.014334523554083748,0.027710636117390056,0.04968251431793459,0.08272892667946508,0.1281192222814491,0.18479950177512908,0.2486460125233524,0.36785901120368814,0.4213257148750765,0.3805450361259446,0.2765018093248339,0.1644001127010495,0.08066409600787831,0.032535018410341114
bravo    | p=0.55 | min_stop=50 | alpha=0.14880126953125,300,0.01015525617546244,3.210632284183908e-05,0.0014777656997688507,0.01015525617546244,0.02219912014020112,0.043086522505745996,0.07436303751154877,0.11428669176842367,0.1566214984052455,0.1916540941192309,0.20547368308579633,0.14255396175353063,0.0648340553045703,0.01954494791758694,0.003919788082228957,0.000517803530914243,4.3863743464156046e-05
bravo    | p=0.55 | min_stop=50 | alpha=0.14880126953125,400,0.009563581969940034,9.793549420536064e-06,0.0010185940050414389,0.009563581969940034,0.022829810731212003,0.04626329733870791,0.07971910724442417,0.11699072322452321,0.14642935928179004,0.15652706917081022,0.11202079675474563,0.043334948759951426,0.009140343704400236,0.0010532353616275764,6.550554196525859e-05,2.129437065372822e-06,3.428775607517015e-08
bravo    | p=0.55 | min_stop=50 | alpha=0.14880126953125,500,0.005333507675712266,1.399509401902329e-06,0.00038231819970397166,0.005333507675712266,0.014422730209326742,0.03153277292962433,0.055827801040569495,0.08014436152374947,0.09338500494236313,0.0883929308639285,0.04255532857567749,0.00897202644199896,0.0008280051568617887,3.3158766277642505e-05,5.619852227421254e-07,3.837403371481685e-09,9.771961521153366e-12
