legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05953515625,31.0,36.0,43.0,493.0,485.0,476.0,467.0,459.0,451.0,434.0,315.0,143.0,90.0,66.0,51.0,41.0
bravo_without_replacement | p=0.55 | alpha=0.054657226562499994,162.0,226.0,295.0,493.0,484.0,432.0,359.0,301.0,259.0,202.0,162.0,136.0,119.0,103.0,91.0,83.0
bravo_without_replacement | p=0.52 | alpha=0.05807177734374999,287.0,369.0,447.0,493.0,452.0,411.0,374.0,344.0,317.0,274.0,240.0,214.0,192.0,174.0,160.0,148.0
