legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
max_sprt | alpha=0.019048339843749998,500.0,500.0,500.0,500.0,500.0,500.0,375.0,244.0,173.0,100.0,67.0,48.0,37.0,26.0,24.0,18.0
