,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=1 | b=1 | critical_value=0.002685546875994629,8,0.00390625,0.0016815125390625006,0.0028179280429055996,0.00390625,0.0045767944570401006,0.005345972853145602,0.006225969041136103,0.007230196133913604,0.008373393789062506,0.009671731157401607,0.012806308171801596,0.016796159999999997,0.021834010558489603,0.028147497671065606,0.03600406062696961,0.04571632396533763,0.05764800999999997
bayesian | a=1 | b=1 | critical_value=0.002685546875994629,12,0.001953125,0.0006742024525371096,0.0012964236401834266,0.001953125,0.002379896137161639,0.002886476355590772,0.0034851575094439462,0.004189663822832503,0.005015244209958987,0.00597875780106261,0.008395512384055615,0.011609505791999996,0.015819114447886477,0.021250649172913413,0.02815478368611062,0.03679916845329675,0.047455841831999974
bayesian | a=1 | b=1 | critical_value=0.002685546875994629,15,0.0018310546875,0.0005631697361349045,0.0011649144261232196,0.0018310546875,0.0022748653708883535,0.0028098115435862808,0.003450907124019887,0.004214885599045956,0.005120250885605003,0.0061872968731636726,0.008896388652888375,0.012538266255359995,0.017330472642237554,0.023501517933308402,0.03127377062285795,0.0408382451827306,0.05232006561977998
bayesian | a=1 | b=1 | critical_value=0.002685546875994629,18,0.0015106201171875,0.0004139719937893649,0.0009211360459288065,0.0015106201171875,0.0019135334899187085,0.0024069609951099936,0.0030069541341475516,0.0037314281051099474,0.004600161401899675,0.005634736613527666,0.008295889535929331,0.011916368249094138,0.0167078788786597,0.022871902867267896,0.030569685460563177,0.039882172857108655,0.050760927664310534
bayesian | a=1 | b=1 | critical_value=0.002685546875994629,21,0.0011968612670898438,0.00029223835436567987,0.0006995006645214709,0.0011968612670898438,0.0015457919285080562,0.0019801382487577373,0.0025162566545149775,0.0031724805282086874,0.003969076759576564,0.0049281155989174584,0.007429280803758794,0.01087639429280956,0.015469163489254,0.021376828954751508,0.028696986529249076,0.037404611709178893,0.04729610979873904
bayesian | a=1 | b=1 | critical_value=0.002685546875994629,24,0.0009337663650512695,0.00020314649397450358,0.0005230682393563378,0.0009337663650512695,0.0012296226891183133,0.0016040867006882808,0.0020734278818791306,0.002656003954116648,0.0033721880998709318,0.004244182181864894,0.006551435231741937,0.009775339199492533,0.0141032175682882,0.019673885147829438,0.026526960012035288,0.03454437624725989,0.04339374734969551
bayesian | a=1 | b=1 | critical_value=0.002685546875994629,27,0.0007245093584060669,0.00014044064285760716,0.0003889913367194074,0.0007245093584060669,0.0009727563191814878,0.0012923243372080697,0.0016991600624373289,0.0022114128501466318,0.0028493476737930065,0.0036351179618517413,0.005745627808054118,0.008737558340286965,0.012787361463754636,0.018007289254026646,0.024386531286588835,0.031727870134674686,0.03959499123117109
bayesian | a=1 | b=1 | critical_value=0.002685546875994629,29,0.0011231526732444763,0.00021553747900050549,0.0006020593384873017,0.0011231526732444763,0.001507388173926006,0.002000188338723259,0.0026245980761120087,0.0034062475500540863,0.0043729592937564185,0.005554103888862556,0.008678997445631593,0.013003375895583282,0.018681468616139188,0.02572679005219655,0.033933422978106205,0.042810923578212576,0.051560169065067496
bayesian | a=1 | b=1 | critical_value=0.002685546875994629,32,0.000731166685000062,0.00012501959933097371,0.0003756580521204884,0.000731166685000062,0.0010005277137903018,0.001352030230958104,0.0018045959986335378,0.0023795188271682616,0.0031001371984347987,0.003991262725212232,0.0063861986678331335,0.009751831666256042,0.014211685137537719,0.019756756075246767,0.026173514692989428,0.03299058279703277,0.03947291998558706
bayesian | a=1 | b=1 | critical_value=0.002685546875994629,35,0.0005337597103789449,8.131772140487046e-05,0.00026284389950950303,0.0005337597103789449,0.000744706142497989,0.001024834431650254,0.0013913902900040374,0.0018640342065165856,0.0024645531474449867,0.0032163139008387636,0.0052694717846584575,0.008201023741136385,0.012123609342787276,0.01701364895478555,0.02263852955836063,0.028508684151581008,0.0338872221770281
bayesian | a=1 | b=1 | critical_value=0.002685546875994629,37,0.0008024147973628715,0.0001210245664061211,0.00039450781790650207,0.0008024147973628715,0.0011190882180147426,0.0015381950887970843,0.002084182893926339,0.0027843164966717474,0.0036679763144040305,0.004765541572829261,0.007718937041413359,0.011835658946214777,0.0171759335451273,0.023571817702639653,0.030548099644151006,0.03730346679086955,0.04279257259326539
