,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
max_sprt | min_stop=50 | alpha=0.09075390624999999,50,0.01227231117420789,0.0013630008054459272,0.005440543432425317,0.01227231117420789,0.01786870020344102,0.025501853435367743,0.035691446787815766,0.049006950862990034,0.06604316381106153,0.0873856921400828,0.1450166433685515,0.22459576830425176,0.3255358757193259,0.4429071940872759,0.5676241547457465,0.6881920692263332,0.7936062680058152
max_sprt | min_stop=50 | alpha=0.09075390624999999,52,0.0031841192861861664,0.0003961691584666594,0.0014886441462661703,0.0031841192861861664,0.004495290331134352,0.006201574177549893,0.008362485484182372,0.01102415220633466,0.014209951033464289,0.01791070951149527,0.02660615926805857,0.03611652875560955,0.04472876772063098,0.050400366825989314,0.05146281531826716,0.04735374083633712,0.03897670186820734
max_sprt | min_stop=50 | alpha=0.09075390624999999,54,0.0029355532804471534,0.0003577717583902352,0.001365313493091022,0.0029355532804471534,0.004148917307672807,0.0057242983125079675,0.007711981739844756,0.010147334260334531,0.013041840103733092,0.016374127536008018,0.02405926094179793,0.032167545885519136,0.039064598441985184,0.042960927303767396,0.0425978560799974,0.03785497517846536,0.029910591596142854
max_sprt | min_stop=50 | alpha=0.09075390624999999,57,0.0013788091350558586,0.00014534878225915793,0.00060811179206112,0.0013788091350558586,0.0019964571136483595,0.0028177018689002024,0.0038773323957159715,0.005203171170109708,0.006810283732907214,0.008694810247115319,0.013153445159082015,0.01800098526827924,0.022243990612924872,0.02474074053607108,0.024653807877227724,0.02187084048358348,0.017127204061450713
max_sprt | min_stop=50 | alpha=0.09075390624999999,59,0.001714815318009957,0.0001768948502845856,0.000752136158096981,0.001714815318009957,0.00248602081118333,0.0035093634343716625,0.0048251642722549025,0.006463222272906966,0.0084353243585715,0.010727589352340307,0.016051639716378904,0.02163367458975276,0.026207767923280077,0.028439691145875988,0.027507343416126786,0.023552765059176414,0.017692121970203575
max_sprt | min_stop=50 | alpha=0.09075390624999999,61,0.0018874152474486372,0.00019048872492997968,0.0008232362759611057,0.0018874152474486372,0.0027396259655730324,0.0038681579327524097,0.005314109457863965,0.0071049679688550285,0.00924611012909589,0.01171249300540751,0.01733247210290454,0.0230018822939785,0.027312685539180422,0.028910118372857854,0.027132919785887253,0.0224151889841835,0.016143696737729186
max_sprt | min_stop=50 | alpha=0.09075390624999999,64,0.0009620014271203173,8.366544564925088e-05,0.00039737374529569535,0.0009620014271203173,0.0014313966877800457,0.002068460851947326,0.0029038402213062008,0.003961292715643856,0.005251781212401038,0.006767285191477655,0.010315819853486693,0.01401744608841143,0.016938634674004367,0.018131885513275645,0.017097038643052696,0.014092268253803816,0.010050940528915343
max_sprt | min_stop=50 | alpha=0.09075390624999999,66,0.0012437496441635972,0.0001057181616167691,0.0005107233358050037,0.0012437496441635972,0.0018531555115963356,0.002678775167627322,0.0037578695979434856,0.005117146763322447,0.006764862316871073,0.008682878344815409,0.013089703609199754,0.017511648639432047,0.0207363475141602,0.021643721338469694,0.019793435521342287,0.015731052012096923,0.010748652277921569
max_sprt | min_stop=50 | alpha=0.09075390624999999,68,0.0014073364070814301,0.00011688737155353477,0.0005744550800439685,0.0014073364070814301,0.002099795119281248,0.0030362651043892522,0.004256201721797028,0.005785263168597191,0.0076261285130364296,0.009749670169178996,0.014534082368739402,0.019140469556863188,0.02220589713599026,0.02259407194048475,0.020033632530579163,0.015346386035783262,0.010040803185589232
max_sprt | min_stop=50 | alpha=0.09075390624999999,71,0.000729782092780964,5.202747630571916e-05,0.00028172243273718624,0.000729782092780964,0.0011168455414058984,0.0016537384690426236,0.0023700741948790784,0.0032884138810383807,0.004417832805901922,0.005747249880883383,0.008830119920742169,0.011910744837258944,0.014064372545524433,0.014470723734908174,0.012886970409893669,0.009843810469310859,0.006372553131915467
max_sprt | min_stop=50 | alpha=0.09075390624999999,73,0.0009552815976032721,6.647233612318869e-05,0.0003664445174991504,0.0009552815976032721,0.0014641745510470632,0.0021689792236747572,0.0031064705330920666,0.004302644732195301,0.005764033788842843,0.007469060922822946,0.011347151120439734,0.015064845405213917,0.017423941866552762,0.017469480758125856,0.015076291055602436,0.011092422097891812,0.006870230677729114
